time has : 
0,9789,2326,0.237613647972
1,3529,881,0.249645792009
2,848,212,0.25
3,325,85,0.261538461538
4,801,143,0.178526841448
5,45854,5684,0.123958651372
6,510926,68439,0.133950904828
7,501590,82369,0.164215793776
8,500553,100864,0.20150513532
9,476646,109696,0.230141446692
10,458327,115901,0.252878403411
11,483794,130053,0.268818960136
12,451279,129979,0.28802359516
13,474946,151536,0.319059429914
14,448158,152236,0.339692697665
15,439306,159115,0.362196282318
16,467835,175803,0.375779922409
17,486027,191702,0.394426647079
18,424635,168614,0.397079845043
19,424762,172263,0.405551814899
20,290136,121246,0.417893677448
21,245137,96694,0.394448818416
22,89617,31206,0.348215182387
23,40468,13339,0.329618463972
distance has : 
0,1632913,449583,0.275325752199
1,2234312,659307,0.295082781635
2,1391730,434919,0.312502425039
3,2016333,636577,0.315710252225
carrier has :  20
WN,1156958,316361,0.273442078278
AA,613836,207889,0.338671892818
OO,582871,157298,0.269867603638
MQ,516205,168214,0.325866661501
UA,477090,153161,0.321031671173
US,475583,171870,0.361388022701
DL,468323,122056,0.260623544007
XE,422305,117696,0.278699044529
NW,405872,127790,0.314852958568
CO,319138,92817,0.290836566
YV,282585,78886,0.279158483288
EV,276617,111729,0.403912268588
FL,259869,70551,0.271486787574
9E,250186,60061,0.240065391349
OH,224471,75481,0.33626169973
B6,187116,60337,0.322457726758
AS,157123,49953,0.317922901167
F9,97248,28788,0.296026653504
HA,55935,4315,0.0771431125413
AQ,45957,5133,0.111691363666
us has airports:  304
ATL,811107,258308,0.318463531938
ORD,715723,262065,0.36615422447
DFW,573139,184584,0.322057999892
DEN,473009,142117,0.300453056919
LAX,467991,130130,0.278060902881
PHX,415927,119426,0.287132116934
IAH,394957,99664,0.252341394126
LAS,363235,111112,0.305895632304
DTW,345700,106857,0.30910326873
MSP,303540,93090,0.306681162285
EWR,295225,116984,0.396253704801
SLC,292557,73504,0.251246765588
SFO,271116,88781,0.327464996533
MCO,256823,71261,0.277471254522
CLT,249229,87548,0.351275333127
BOS,247519,78710,0.317995790222
JFK,243656,94943,0.389660012477
LGA,232200,88857,0.382674418605
SEA,215505,70362,0.326498225099
CVG,215375,60352,0.280218224028
BWI,215051,61142,0.284313953434
PHL,202630,77246,0.381216996496
SAN,192077,49592,0.258188122472
MDW,188500,56042,0.297305039788
IAD,175689,53728,0.305813112944
DCA,172508,51646,0.29938321701
MEM,166274,42303,0.254417407412
TPA,157912,41927,0.265508637722
CLE,153441,42311,0.275747681519
OAK,147804,39795,0.269241698466
FLL,137113,41299,0.301204116313
HNL,134304,16431,0.122341851322
RDU,131289,38358,0.292164613943
MCI,127564,35915,0.281544949986
MIA,127498,43932,0.344570110904
STL,126888,36437,0.287158754177
SJC,122058,29535,0.241975126579
BNA,119985,34462,0.287219235738
PDX,116186,29805,0.256528325272
SMF,114960,31713,0.275861169102
HOU,110791,33328,0.300818658555
DAL,105456,30641,0.290557199211
SNA,103910,26724,0.257184101626
AUS,101312,26507,0.261637318383
PIT,96107,30996,0.322515529566
SAT,91137,25081,0.275201070915
IND,85023,23884,0.280912223751
ONT,82244,20298,0.246802198337
ABQ,81502,21620,0.265269563937
CMH,75197,23590,0.31370932351
MSY,73809,19946,0.270238046851
JAX,70836,20458,0.28880795076
BUR,64750,16646,0.257081081081
BDL,63680,18465,0.289965452261
PBI,58638,17391,0.296582420956
TUS,55752,13840,0.248242215526
MKE,55014,17995,0.327098556731
OMA,54932,16542,0.301135949902
RSW,54626,15466,0.283125251712
RNO,53978,14012,0.259587239246
OKC,52374,15303,0.292186962997
BUF,51958,16960,0.32641749105
OGG,50557,6128,0.121209723678
PVD,49404,15073,0.305096753299
TUL,48872,13933,0.285091668031
SJU,46722,14867,0.31820127563
BHM,46166,12628,0.273534635879
