time has : 
0,9690,1932,0.199380804954
1,5573,971,0.174232908667
2,947,188,0.198521647307
3,68,16,0.235294117647
4,27,2,0.0740740740741
5,53570,5500,0.102669404517
6,419905,46095,0.109774830021
7,452430,62075,0.1372035453
8,496550,82451,0.166047729332
9,478199,87748,0.183496828726
10,425542,86003,0.202102260176
11,460790,99912,0.216827622127
12,443487,100702,0.227068662667
13,468127,116688,0.249265690721
14,420975,115277,0.273833363026
15,456742,134950,0.295462208424
16,416803,126922,0.304513163293
17,494172,167962,0.33988570781
18,430814,145739,0.338287520833
19,379793,131068,0.345103780217
20,314814,106579,0.33854593506
21,204765,66958,0.326999243035
22,110348,30245,0.274087432486
23,43598,11035,0.253107940731
distance has : 
0,1662137,384787,0.231501374435
1,2162170,540956,0.250191243057
2,1246760,323163,0.259202252238
3,1916662,478112,0.249450346488
carrier has :  19
WN,978520,263595,0.269381310551
AA,684502,171827,0.251024832652
DL,675724,180546,0.267188970645
UA,548264,120997,0.220691126902
NW,500275,109997,0.219873069812
MQ,464457,127134,0.273726093051
OO,452866,90751,0.200392610618
US,412376,98016,0.237685995305
XE,360569,81762,0.226758262635
OH,359023,88732,0.247148511377
CO,296691,67206,0.226518499044
EV,270844,72735,0.268549423284
DH,256191,69198,0.270103165217
HP,192541,54253,0.281773752084
AS,162825,45496,0.279416551512
FL,160238,42788,0.267027796153
B6,89137,21749,0.243995198402
TZ,74791,16384,0.219063791098
HA,47895,3852,0.0804259317256
us has airports:  286
ATL,817249,253901,0.310677651487
ORD,726724,229395,0.315656287669
DFW,675431,150914,0.223433629786
LAX,459466,99969,0.21757649097
CVG,402517,92586,0.230017614163
IAH,399062,84216,0.211034876786
PHX,336359,90003,0.267580174754
LAS,313019,91861,0.293467808663
EWR,307710,89305,0.290224562088
DEN,307039,62921,0.204928364149
MSP,289384,65726,0.227123821635
DTW,288265,67876,0.235463896068
SLC,273750,59085,0.215835616438
IAD,259031,61782,0.238511992773
BOS,257634,60881,0.236308095981
SFO,255974,59329,0.231777446147
LGA,245772,61397,0.24981283466
PHL,237231,73862,0.311350540191
SEA,215736,57827,0.268045203397
MCO,212738,52734,0.247882371744
CLT,211886,45429,0.214403028043
BWI,209501,50815,0.242552541515
CLE,183278,37621,0.205267407981
DCA,181915,35346,0.194299535497
MDW,181011,48223,0.266409223749
JFK,180046,50615,0.281122602002
SAN,170077,39506,0.232283024748
TPA,141077,32525,0.230547856844
OAK,140162,33805,0.241185199983
FLL,130750,36454,0.278806883365
MIA,127892,31761,0.248342351359
SJC,124018,27786,0.224048122047
PIT,122912,27813,0.226283845353
RDU,120964,31052,0.256704474058
STL,120647,26030,0.215753396272
BNA,118823,28731,0.241796621866
MCI,117079,28137,0.240324908822
HOU,115500,31454,0.272329004329
PDX,109373,23835,0.217923984896
MSY,104730,24533,0.234249976129
SMF,96241,25898,0.269095292027
MEM,95822,22388,0.233641543696
SNA,94567,20134,0.212907250944
DAL,87563,21822,0.249214851022
IND,83122,18970,0.228218762782
AUS,78720,17539,0.222802337398
SAT,76123,18236,0.239559660024
CMH,76081,18711,0.245935253217
ABQ,73476,17750,0.241575480429
ONT,72226,16940,0.234541577825
HNL,71512,8434,0.117938248126
BDL,68233,16340,0.239473568508
RNO,60355,15571,0.257990224505
PVD,60037,14026,0.233622599397
JAX,59148,15223,0.25737133969
BUF,54875,14805,0.26979498861
PBI,54166,13487,0.24899383377
BUR,52729,13261,0.251493485558
SJU,52559,12265,0.233356799026
ORF,47129,12983,0.275477943517
MHT,46991,10716,0.228043667936
SDF,45509,11872,0.260871475972
BHM,45120,10961,0.242929964539
OKC,44144,11655,0.264022290685
RSW,43194,9896,0.229105894337
ELP,42761,9843,0.23018638479
MKE,42600,10088,0.236807511737
OMA,42211,10572,0.250456042264
TUL,42121,10401,0.246931459367
ANC,39976,12393,0.310011006604
GSO,37810,9010,0.238296746892
ROC,37393,10738,0.287166047121
ALB,35599,9568,0.268771594708
TUS,35522,8431,0.237345870165
LIT,34293,9225,0.269005336366
RIC,33540,8260,0.246273106738
GRR,31861,8310,0.260820438781
DAY,31632,8106,0.256259484067
BOI,31028,7501,0.24174938765
SYR,29773,8461,0.284183656333
GSP,29285,7269,0.248215810142
CHS,28841,6706,0.232516209563
GEG,28044,6823,0.243296248752
OGG,27303,3092,0.113247628466
TYS,26825,6963,0.259571295433
FAT,26755,4892,0.182844328163
XNA,25998,6308,0.242634048773
SAV,25874,6475,0.250251217438
COS,25818,5030,0.194825315671
CAE,24603,6663,0.27082063163
ISP,24468,5849,0.239046918424
PSP,23786,5239,0.220255612545
HSV,23083,5668,0.245548672183
SBA,22721,3158,0.13899036134
JAN,22608,5556,0.245753715499
LGB,22522,3852,0.17103276796
DSM,22402,5998,0.267743951433
PWM,20851,5923,0.284063114479
ICT,20029,5678,0.283488941035
MDT,19998,5117,0.255875587559
LEX,19710,5252,0.266463723998
LBB,18574,4222,0.227306988263
CAK,18080,4969,0.274834070796
SHV,17547,3942,0.224653786972
MSN,16959,4283,0.252550268294
CRP,16818,3802,0.226067308836
HPN,16139,4333,0.268480079311
AMA,15989,3680,0.230158233786
BTV,15753,4184,0.265600203136
MAF,15607,3607,0.231114243609
MYR,15338,3526,0.229886556265
BTR,15121,4012,0.265326367304
LIH,14879,1101,0.0739969083944
MRY,14232,2201,0.154651489601
PNS,13902,3573,0.25701337937
FNT,13418,3485,0.259725741541
ABE,13412,2919,0.21764091858
FWA,12987,3926,0.302302302302
KOA,12671,1154,0.0910741062268
SGF,12662,3363,0.26559785184
VPS,12463,3357,0.269357297601
SRQ,12313,2715,0.220498659953
LAN,12051,2600,0.215749730313
GPT,11776,2669,0.226647418478
CID,11668,3400,0.291395269112
HRL,11622,2647,0.227757700912
GRB,11156,2767,0.248027967013
SBP,11138,1804,0.16196803735
BIL,11061,2117,0.191393183256
PHF,10876,2790,0.256528135344
TOL,10677,2732,0.255877119041
CRW,10577,2664,0.251867259147
TLH,10556,2544,0.241000378931
FAI,10556,2994,0.283630162941
EUG,10516,2167,0.206066945607
EVV,10359,2924,0.282266628053
FSD,10112,2431,0.240407436709
MOB,9931,2417,0.243379317289
